Fuente,Título,Fecha,Link,Palabra clave,Oración,Lugar detectado,Latitud,Longitud
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,forestal,"El joven Daniel señala que ante un incendio forestal lo que hay que hacer es llamar a emergencias, pero además tratar de ayudar en lo que se pueda, asevera.",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,forestal,"Le ha tocado ver algún incendio forestal fuerte solo desde lejos, dice, esos que se ven en el cerro por las columnas de humo, ""pero de cerca no"", expresa.",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,forestal,Los jóvenes Daniela e Iván exponen que si les ha tocado ver algunos incendios forestales.,,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,forestal,"Daniela señala que no le ha tocado ver un incendio forestal grande, aunque constantemente incendian pastizales allá en la región de Salamanca, esto suele pasar por la colonia donde ella vive, pero por lo general las personas esperan a que se extinga solo.",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,pastizal,"Cuenta que hace poco, sobre la carretera yendo a Cointzo, le tocó ver algunos incendios de pastizales.",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,pastizal,"Daniela señala que no le ha tocado ver un incendio forestal grande, aunque constantemente incendian pastizales allá en la región de Salamanca, esto suele pasar por la colonia donde ella vive, pero por lo general las personas esperan a que se extinga solo.",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,cerro,"A veces a lo lejos en los cerros le ha tocado ver los incendios forestales, aunque confiesa que a veces se confunden con el mismo humo de la contaminación de la ciudad, ""no siempre sé si son incendios o es parte de aquí, de la ciudad"".",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,cerro,"Le ha tocado ver algún incendio forestal fuerte solo desde lejos, dice, esos que se ven en el cerro por las columnas de humo, ""pero de cerca no"", expresa.",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,bomberos,"Alan confiesa no saber qué hacer o a quién llamar ante un incendio forestal, ""la verdad desconozco qué se tenga que hacer en esos casos, creo que sí sería importante para todos tener un conocimiento aunque sea mínimo de cómo reaccionar ante estos casos, tener, no sé, los números de emergencia o saber a quién acudir en estos casos, por supuesto los bomberos"", dice.",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,bomberos,"El hombre señala no saber incluso qué tan visible es toda esta información para la ciudadanía, ""porque yo al menos desconozco incluso cuál es el número de los bomberos, uno se sabe el número de emergencias pero no supuestamente de bomberos"", externa y manifiesta la importancia de que estos números estén visibilizados.",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,bomberos,"La señora Michelle expone que ante un siniestro forestal se debe llamar a los bomberos, pero también a la gente de la forestal (Cofom), para que vayan a revisar.",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,bomberos,"Confiesa no saber el número telefónico de los bomberos, ""quiero imaginarme que es el mismo de 911"".",,,
Quadratín Edomex,"Día del Bombero: morelianos sobre cómo actuar ante un incendio forestal
4 Mayo 2025, 15:00","MORELIA, Mich., 4 de mayo de 2025.- Este 4 de mayo es el Día Internacional del Bombero, donde se incluye al combatiente de fuegos forestales, y en el marco de la temporada de estiaje, salimos a preguntar a la gente si sabe qué hacer en caso de detectar un incendio forestal, y cuáles son las recomendaciones ante algo así.",https://www.quadratin.com.mx/sucesos/dia-del-bombero-morelianos-sobre-como-actuar-ante-un-incendio-forestal/,bomberos,"Iván manifiesta que se debe hablar a los bomberos cuando eso suceda, ""marco al 911 y digo que hay un incendio y ya doy mi ubicación, bueno, yo creo"", expresa y asegura que de donde son, que es Salamanca, Guanajuato, hay muchos incendios.",,,
Quadratín Edomex,"México, entre los países con mejores índices de sanidad agroalimentaria","CIUDAD DE MÉXICO, 12 de agosto de 2019.- El secretario de Agricultura y Desarrollo Rural, Víctor Villalobos Arámbula, señaló que México cuenta con un sistema nacional de vigilancia y control sanitario que le permite estar entre los cinco países con mejores condiciones de sanidad agroalimentaria a nivel mundial y exportar a los mercados más exigentes, lo cual es posible por el trabajo conjunto de sus autoridades y gremio de médicos veterinarios zootecnistas.",https://edomex.quadratin.com.mx/mexico-entre-los-paises-con-mejores-indices-de-sanidad-agroalimentaria/,quema,"El Crédito Ganadero a la Palabra será para toda la República Mexicana, esquema en el que participan actualmente 175 médicos veterinarios en el acompañamiento, mejoramiento genético, innovación, tecnología y buenas prácticas.",,,
Quadratín Edomex,El gozo por la lectura: Lecciones de Maquiavelo,"Aprende, y leo a Viroli: “No importaba que Maquiavelo hubiese demostrado ampliamente su absoluta dedicación al bien de la República; no importaba que hubiese demostrado extraordinarias capacidades de interpretación política: el no era <<de bien>> y, por tanto, tenía que hacerse a un lado. Difícil es imaginar una motivación más humillante y ofensiva”. Esto sucede a diario en el territorio pantanoso de la política: me hace recordar los años de José María Heredia en México, siendo la capital del extenso territorio del estado de México su lugar preferido para vivir en aquellos años antes de que la Toluca de 1830 fuera la capital de la entidad a duras penas. Toluca la que le tuvo como cuna el cubano que ilusionaba por vivir una democracia que no existía en el México bárbaro del siglo XIX que él conoció y le desilusionó hasta sus últimos días en que falleciera el 7 de mayo de 1839.",https://edomex.quadratin.com.mx/el-gozo-por-la-lectura-lecciones-de-maquiavelo/,pinos,"Su pasión por esta práctica que a tantos ensucia en los quehaceres de la misma, sobre todo si pensamos en los sucesos que ocurren y transcurren en el México del siglo XXI; comprueban que la lucha por el poder político y de ahí derivados el económico o social hace pensar lo que al individuo le sucede, cuando anda entre las patas de enormes elefantes y rinocerontes: como dice el pueblo al hablar de aquél ciudadano que muy pequeño, se mete en los senderos espinosos de la lucha por el poder político.",,,
AD Noticias,Ricardo Sodi promete para la Corte lo que no cumplió en Edomex,Fecha no encontrada,https://adnoticias.mx/sodi-propuestas/,quema,"“Utilizar los nuevos esquemas de jurisprudencia, criterios relevantes y precedentes judiciales para fortalecer al Estado democrático y constitucional de Derecho, orientando de manera clara las decisiones del Poder Judicial.",,,
AD Noticias,Ricardo Sodi promete para la Corte lo que no cumplió en Edomex,Fecha no encontrada,https://adnoticias.mx/sodi-propuestas/,combate,"El exmagistrado, impulsado por actores del Grupo Atlacomulco y cercano al PRI, Ricardo Sodi, busca una silla en la Corte promoviendo transparencia, participación y combate a la corrupción.",,,
AD Noticias,Ricardo Sodi promete para la Corte lo que no cumplió en Edomex,Fecha no encontrada,https://adnoticias.mx/sodi-propuestas/,combate,"Así se combate la corrupción y se explican las sentencias ante la sociedad.” La realidad: Al final de su mandato, AD Noticias reveló la compra de una escultura por $7.192 millones de pesos —monto que equivalía a varios meses de salarios de funcionarios judiciales—.",,,
Milenio Edomex,"Operativos 'Bastión', 'Enjambre' y 'Atarraya', las insignias de la Fiscalía del Edomex","Estos tres operativos fueron desarrollados desde noviembre del año pasado y todos se han dado resultados, destacó el fiscal General de Justicia del Estado de México, José Luis Cervantes Martínez, en el marco de la entrega de su tercer informe de gestión que abarca el periodo del 1 de abril del 2024 al 31 de marzo de 2025.",https://www.milenio.com/policia/operativos-bastion-enjambre-atarraya-insignia-fgjem,pinos,"Dos están ubicados en el municipio de Tlatlaya y son el “Rancho Ancón de la Presa” y “Las Canchas”; mientras que el tercero es “Los Pinos”, ubicado en San Pedro Limón.",,,
Milenio Edomex,El difícil rescate del río Lerma,Fecha no encontrada,https://www.milenio.com/politica/comunidad/el-dificil-rescate-del-rio-lerma,quema,"El plan contempla no solo tecnología, sino gobernanza: monitoreo en tiempo real (tecnología RIMCA), gestión eficiente y esquemas financieros que permiten inversión público-privada con visión de largo plazo.",,,
Milenio Edomex,Detienen a hombre con 300 litros de gasolina,Fecha no encontrada,https://www.milenio.com/policia/detienen-a-hombre-con-mas-de-300-litros-de-huachicol-edomex,bomberos,"En caso de localizar una toma clandestina, se debe reportar a Pemex a través del número telefónico de emergencias y denuncias anónima 01 800 228 9660 o al 911, Protección Civil, Cuerpo de Bomberos, Policía u otra autoridad competente de tu localidad.",,,
CONANP,Ir al sitio,"Inicio
Comisión Nacional de Áreas Naturales Protegidas Documentos
Publicaciones Recientes
Nuevo
2025-05-02 11:44:00 -0600
¡Mujeres seguras!
Nuevo
2025-04-30 10:02:00 -0600
La niñez: viaje de aventuras y descubrimientos
Aa+
Aa-
Dirección Regional Centro y Eje Neovolcánico
La Comisión Nacional de Áreas Naturales Protegidas (Conanp) administra actualmente 187 Áreas Naturales Protegidas, divididas en 9 Direcciones Regionales.
Comisión Nacional de Áreas Naturales Protegidas | 08 de mayo de 2023
Región Centro y Eje Neovolcánico.
La Dirección Regional Centro y Eje Neovolcánico está conformada por 38 Áreas Naturales Protegidas reconocidas a nivel mundial por su alto valor ambiental.
Reservas de la Biosfera
Reserva de la Biosfera Barranca de Metztitlán
Reserva de la Biosfera Mariposa Monarca
Reserva de la Biosfera Sierra de Huautla
Reserva de la Biosfera Sierra Gorda
Reserva de la Biosfera Sierra Gorda de Guanajuato
Reserva de la Biosfera Tehuacán Cuicatlán

Parques Nacionales 
Parque Nacional Bosencheve
Parque Nacional Cumbres del Ajusco
Parque Nacional Desierto del Carmen o de Nixcongo
Parque Nacional Desierto de los Leones
Parque Nacional El Chico
Parque Nacional El Cimatario
Parque Nacional El Tepozteco
Parque Nacional El Veladero
Parque Nacional Grutas de Cacahuamilpa
Parque Nacional Insurgente Miguel Hidalgo y Costilla
Parque Nacional Iztaccíhuatl - Popocatépetl
Parque Nacional Lagunas de Zempoala
Parque Nacional La Malinche o Matlalcuéyatl
Parque Nacional Los Mármoles
Parque Nacional Cerro de la Estrella
Parque Nacional Cerro de las Campanas
Parque Nacional El Histórico de Coyoacán
Parque Nacional El Tepeyac
Parque Nacional Fuentes Brotantes de Tlalpan
Parque Nacional General Juan N. Álvarez
Parque Nacional Lomas de Padierna
Parque Nacional Los Remedios
Parque Nacional Molino de Flores Netzahualcóyotl
Parque Nacional Sacromonte
Parque Nacional Tula
Parque Nacional Xicoténcatl

Áreas de Protección de Flora y Fauna
Área de Protección de Flora y Fauna Corredor Biológico Chichanutzin
Área de Protección de Flora y Fauna Nevado de Toluca
Área de Protección de Flora y Fauna Ciénegas del Lerma

Áreas de Protección de Recursos Naturales
Área de Protección de Recursos Naturales Cuencas de los Ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec
Área de Protección de Recursos Naturales Lago de Texcoco
Área de Protección de Recursos Naturales Peña Colorada

Más Información: 
Región Centro y Eje Neovolcánico
Manual para hacer educación ambiental virtual con jóvenes para jóvenes
Catálogo de Productos Sustentables de las Áreas Naturales Protegidas de la Región Centro y Eje Neovolcánico
Espacios Naturales que dan Vida
Plan de Acción para las Áreas Naturales Protegidas de la Región Centro y Eje Neovolcánico
Estrategia de Educación Ambiental para las Áreas Naturales Protegidas de la Región Centro y Eje Neovolcánico
Folletos Áreas Naturales Protegidas Región Centro y Eje Neovolcánico
Prontuario Estadístico y Geográfico
Lecciones Aprendidas

Otras Colaboraciones: 
Premio Turismo Sustentable ""Montañas y Ciudades
Ganadería Sustentable
Anterior Siguiente
Paginas : de
Descargar
Cargando...
Contesta nuestra encuesta de satisfacción.
¿Cómo fue tu experiencia en gob.mx?
Imprime la página completa
La legalidad, veracidad y la calidad de la información es estricta responsabilidad de la dependencia, entidad o empresa productiva del Estado que la proporcionó en virtud de sus atribuciones y/o facultades normativas.",https://www.gob.mx/conanp/documentos/areas-naturales-protegidas-region-centro-y-eje-neovolcanico?state=published,sierra,"Reservas de la Biosfera
Reserva de la Biosfera Barranca de Metztitlán
Reserva de la Biosfera Mariposa Monarca
Reserva de la Biosfera Sierra de Huautla
Reserva de la Biosfera Sierra Gorda
Reserva de la Biosfera Sierra Gorda de Guanajuato
Reserva de la Biosfera Tehuacán Cuicatlán

Parques Nacionales 
Parque Nacional Bosencheve
Parque Nacional Cumbres del Ajusco
Parque Nacional Desierto del Carmen o de Nixcongo
Parque Nacional Desierto de los Leones
Parque Nacional El Chico
Parque Nacional El Cimatario
Parque Nacional El Tepozteco
Parque Nacional El Veladero
Parque Nacional Grutas de Cacahuamilpa
Parque Nacional Insurgente Miguel Hidalgo y Costilla
Parque Nacional Iztaccíhuatl - Popocatépetl
Parque Nacional Lagunas de Zempoala
Parque Nacional La Malinche o Matlalcuéyatl
Parque Nacional Los Mármoles
Parque Nacional Cerro de la Estrella
Parque Nacional Cerro de las Campanas
Parque Nacional El Histórico de Coyoacán
Parque Nacional El Tepeyac
Parque Nacional Fuentes Brotantes de Tlalpan
Parque Nacional General Juan N.",,,
CONANP,Ir al sitio,"Inicio
Comisión Nacional de Áreas Naturales Protegidas Documentos
Publicaciones Recientes
Nuevo
2025-05-02 11:44:00 -0600
¡Mujeres seguras!
Nuevo
2025-04-30 10:02:00 -0600
La niñez: viaje de aventuras y descubrimientos
Aa+
Aa-
Dirección Regional Centro y Eje Neovolcánico
La Comisión Nacional de Áreas Naturales Protegidas (Conanp) administra actualmente 187 Áreas Naturales Protegidas, divididas en 9 Direcciones Regionales.
Comisión Nacional de Áreas Naturales Protegidas | 08 de mayo de 2023
Región Centro y Eje Neovolcánico.
La Dirección Regional Centro y Eje Neovolcánico está conformada por 38 Áreas Naturales Protegidas reconocidas a nivel mundial por su alto valor ambiental.
Reservas de la Biosfera
Reserva de la Biosfera Barranca de Metztitlán
Reserva de la Biosfera Mariposa Monarca
Reserva de la Biosfera Sierra de Huautla
Reserva de la Biosfera Sierra Gorda
Reserva de la Biosfera Sierra Gorda de Guanajuato
Reserva de la Biosfera Tehuacán Cuicatlán

Parques Nacionales 
Parque Nacional Bosencheve
Parque Nacional Cumbres del Ajusco
Parque Nacional Desierto del Carmen o de Nixcongo
Parque Nacional Desierto de los Leones
Parque Nacional El Chico
Parque Nacional El Cimatario
Parque Nacional El Tepozteco
Parque Nacional El Veladero
Parque Nacional Grutas de Cacahuamilpa
Parque Nacional Insurgente Miguel Hidalgo y Costilla
Parque Nacional Iztaccíhuatl - Popocatépetl
Parque Nacional Lagunas de Zempoala
Parque Nacional La Malinche o Matlalcuéyatl
Parque Nacional Los Mármoles
Parque Nacional Cerro de la Estrella
Parque Nacional Cerro de las Campanas
Parque Nacional El Histórico de Coyoacán
Parque Nacional El Tepeyac
Parque Nacional Fuentes Brotantes de Tlalpan
Parque Nacional General Juan N. Álvarez
Parque Nacional Lomas de Padierna
Parque Nacional Los Remedios
Parque Nacional Molino de Flores Netzahualcóyotl
Parque Nacional Sacromonte
Parque Nacional Tula
Parque Nacional Xicoténcatl

Áreas de Protección de Flora y Fauna
Área de Protección de Flora y Fauna Corredor Biológico Chichanutzin
Área de Protección de Flora y Fauna Nevado de Toluca
Área de Protección de Flora y Fauna Ciénegas del Lerma

Áreas de Protección de Recursos Naturales
Área de Protección de Recursos Naturales Cuencas de los Ríos Valle de Bravo, Malacatepec, Tilostoc y Temascaltepec
Área de Protección de Recursos Naturales Lago de Texcoco
Área de Protección de Recursos Naturales Peña Colorada

Más Información: 
Región Centro y Eje Neovolcánico
Manual para hacer educación ambiental virtual con jóvenes para jóvenes
Catálogo de Productos Sustentables de las Áreas Naturales Protegidas de la Región Centro y Eje Neovolcánico
Espacios Naturales que dan Vida
Plan de Acción para las Áreas Naturales Protegidas de la Región Centro y Eje Neovolcánico
Estrategia de Educación Ambiental para las Áreas Naturales Protegidas de la Región Centro y Eje Neovolcánico
Folletos Áreas Naturales Protegidas Región Centro y Eje Neovolcánico
Prontuario Estadístico y Geográfico
Lecciones Aprendidas

Otras Colaboraciones: 
Premio Turismo Sustentable ""Montañas y Ciudades
Ganadería Sustentable
Anterior Siguiente
Paginas : de
Descargar
Cargando...
Contesta nuestra encuesta de satisfacción.
¿Cómo fue tu experiencia en gob.mx?
Imprime la página completa
La legalidad, veracidad y la calidad de la información es estricta responsabilidad de la dependencia, entidad o empresa productiva del Estado que la proporcionó en virtud de sus atribuciones y/o facultades normativas.",https://www.gob.mx/conanp/documentos/areas-naturales-protegidas-region-centro-y-eje-neovolcanico?state=published,cerro,"Reservas de la Biosfera
Reserva de la Biosfera Barranca de Metztitlán
Reserva de la Biosfera Mariposa Monarca
Reserva de la Biosfera Sierra de Huautla
Reserva de la Biosfera Sierra Gorda
Reserva de la Biosfera Sierra Gorda de Guanajuato
Reserva de la Biosfera Tehuacán Cuicatlán

Parques Nacionales 
Parque Nacional Bosencheve
Parque Nacional Cumbres del Ajusco
Parque Nacional Desierto del Carmen o de Nixcongo
Parque Nacional Desierto de los Leones
Parque Nacional El Chico
Parque Nacional El Cimatario
Parque Nacional El Tepozteco
Parque Nacional El Veladero
Parque Nacional Grutas de Cacahuamilpa
Parque Nacional Insurgente Miguel Hidalgo y Costilla
Parque Nacional Iztaccíhuatl - Popocatépetl
Parque Nacional Lagunas de Zempoala
Parque Nacional La Malinche o Matlalcuéyatl
Parque Nacional Los Mármoles
Parque Nacional Cerro de la Estrella
Parque Nacional Cerro de las Campanas
Parque Nacional El Histórico de Coyoacán
Parque Nacional El Tepeyac
Parque Nacional Fuentes Brotantes de Tlalpan
Parque Nacional General Juan N.",,,
CONANP,Ir al sitio,"Inicio
Comisión Nacional de Áreas Naturales Protegidas Documentos
Publicaciones Recientes
Nuevo
2025-05-02 11:44:00 -0600
¡Mujeres seguras!
Nuevo
2025-04-30 10:02:00 -0600
La niñez: viaje de aventuras y descubrimientos
Aa+
Aa-
Dirección Regional Noroeste y Alto Golfo de California
La Comisión Nacional de Áreas Naturales Protegidas (Conanp) administra actualmente 187 Áreas Naturales Protegidas, divididas en 9 Direcciones Regionales.
Comisión Nacional de Áreas Naturales Protegidas | 08 de mayo de 2023
Región Noroeste y Alto Golfo de California
La Dirección Regional Noroeste y Alto Golfo de California está conformada por 9 Áreas Naturales Protegidas reconocidas a nivel mundial por su alto valor ambiental.
Reservas de la Biosfera
Reserva de la Biosfera Alto Golfo de California y Delta del Río Colorado
Reserva de la Biosfera El Pinacate y Gran Desierto de Altar
Reserva de la Biosfera Isla San Pedro Mártir

Áreas de Protección de Flora y Fauna
Área de Protección de Flora y Fauna Bavispe
Área de Protección de Flora y Fauna Meseta de Cacaxtla
Área de Protección de Flora y Fauna Islas del Golfo de California
Área de Protección de Flora y Fauna Sierra de Álamos-Río Cuchujaqui

Santuarios
Santuario Playa Ceuta
Santuario Playa Huizache Caimanero


  Anterior Siguiente
Paginas : 1 de 1
Descargar
Contesta nuestra encuesta de satisfacción.
¿Cómo fue tu experiencia en gob.mx?
Imprime la página completa
La legalidad, veracidad y la calidad de la información es estricta responsabilidad de la dependencia, entidad o empresa productiva del Estado que la proporcionó en virtud de sus atribuciones y/o facultades normativas.",https://www.gob.mx/conanp/documentos/region-noroeste-y-alto-golfo-de-california?state=published,sierra,"Reservas de la Biosfera
Reserva de la Biosfera Alto Golfo de California y Delta del Río Colorado
Reserva de la Biosfera El Pinacate y Gran Desierto de Altar
Reserva de la Biosfera Isla San Pedro Mártir

Áreas de Protección de Flora y Fauna
Área de Protección de Flora y Fauna Bavispe
Área de Protección de Flora y Fauna Meseta de Cacaxtla
Área de Protección de Flora y Fauna Islas del Golfo de California
Área de Protección de Flora y Fauna Sierra de Álamos-Río Cuchujaqui

Santuarios
Santuario Playa Ceuta
Santuario Playa Huizache Caimanero     La legalidad, veracidad y la calidad de la información es estricta responsabilidad de la dependencia, entidad o empresa productiva del Estado que la proporcionó en virtud de sus atribuciones y/o facultades normativas.",,,
CONANP,Ir al sitio,"Inicio
Comisión Nacional de Áreas Naturales Protegidas Documentos
Publicaciones Recientes
Nuevo
2025-05-02 11:44:00 -0600
¡Mujeres seguras!
Nuevo
2025-04-30 10:02:00 -0600
La niñez: viaje de aventuras y descubrimientos
Aa+
Aa-
Dirección Regional Planicie Costera y Golfo de México
La Comisión Nacional de Áreas Naturales Protegidas (Conanp) administra actualmente 187 Áreas Naturales Protegidas, divididas en 9 Direcciones Regionales.
Comisión Nacional de Áreas Naturales Protegidas | 08 de mayo de 2023
Región Planicie Costera y Golfo de México
La Dirección Regional Planicie Costera y Golfo de México está conformada por 13 Áreas Naturales Protegidas reconocidas a nivel mundial por su alto valor ambiental.
Reservas de la Biosfera
Reserva de la Biosfera Sierra de Tamaulipas
Reserva de la Biosfera Los Tuxtlas
Reserva de la Biosfera Pantanos de Centla

Parques Nacionales
Parque Nacional Cañón de Río Blanco
Parque Nacional Pico de Orizaba 
Parque Nacional Cofre de Perote
Parque Nacional Sistema Arrecifal Veracruzano

Áreas de Protección de Flora y Fauna
Área de Protección de Flora y Fauna Laguna de Términos
Área de Protección de Flora y Fauna Cañón de Usumacinta
Área de Protección de Flora y Fauna Laguna Madre y Delta del Río Bravo
Área de Protección de Flora y Fauna Sistema Arrecifal Lobos -Tuxpan

Áreas de Protección de Recursos Naturales
Área de Protección de Recursos Naturales Cuenca Hidrográfica del Río Necaxa

Santuarios
Santuario Playa Rancho Nuevo
Anterior Siguiente
Paginas : de
Descargar
Cargando...
Contesta nuestra encuesta de satisfacción.
¿Cómo fue tu experiencia en gob.mx?
Imprime la página completa
La legalidad, veracidad y la calidad de la información es estricta responsabilidad de la dependencia, entidad o empresa productiva del Estado que la proporcionó en virtud de sus atribuciones y/o facultades normativas.",https://www.gob.mx/conanp/documentos/region-planicie-costera-y-golfo-de-mexico?state=published,sierra,"Reservas de la Biosfera
Reserva de la Biosfera Sierra de Tamaulipas
Reserva de la Biosfera Los Tuxtlas
Reserva de la Biosfera Pantanos de Centla

Parques Nacionales
Parque Nacional Cañón de Río Blanco
Parque Nacional Pico de Orizaba 
Parque Nacional Cofre de Perote
Parque Nacional Sistema Arrecifal Veracruzano

Áreas de Protección de Flora y Fauna
Área de Protección de Flora y Fauna Laguna de Términos
Área de Protección de Flora y Fauna Cañón de Usumacinta
Área de Protección de Flora y Fauna Laguna Madre y Delta del Río Bravo
Área de Protección de Flora y Fauna Sistema Arrecifal Lobos -Tuxpan

Áreas de Protección de Recursos Naturales
Área de Protección de Recursos Naturales Cuenca Hidrográfica del Río Necaxa

Santuarios
Santuario Playa Rancho Nuevo    La legalidad, veracidad y la calidad de la información es estricta responsabilidad de la dependencia, entidad o empresa productiva del Estado que la proporcionó en virtud de sus atribuciones y/o facultades normativas.",,,
CONANP,"Programas de Subsidio Conanp, ¿qué se hace?",Comisión Nacional de Áreas Naturales Protegidas | 19 de marzo de 2025,https://www.gob.mx/conanp/articulos/programas-de-subsidio-conanp-que-se-hace?idiom=es,contingencia,Con el PROCODES se apoyan: Estudios técnicos Cursos de capacitación Proyectos Brigadas de contingencia ambiental.,,,
